0.0000	0.0000
0.0417	0.0000
0.0625	0.0000
0.3125	0.0000
0.3333	0.0000
0.3750	0.0000
0.7083	0.0000
0.7083	0.0000
0.9583	0.0000
0.9791	0.0000
1.0208	0.0000
1.3542	0.0000
1.6875	0.0000
1.6875	0.0000
1.7083	0.0000
1.9583	0.0000
1.9791	0.0000
2.0208	0.0000
2.3541	0.0000
2.3541	0.0000
2.6041	0.0000
2.6249	0.0000
2.6666	0.0000
3.0000	0.0000
3.3333	0.0000
3.3333	0.0000
3.3541	0.0000
3.6041	0.0000
3.6249	0.0000
3.7499	0.0000
3.7707	0.0000
3.8540	19.7374
4.1873	19.7374
4.1873	19.7374
4.1873	19.7374
4.2290	19.7374
4.2498	19.7374
4.4998	19.7374
4.5206	19.7374
4.5623	19.7374
4.8956	19.7374
4.8956	19.7374
5.1456	19.7374
5.1664	19.7374
5.2081	19.7374
5.5415	19.7374
5.8748	19.7374
5.8748	19.7374
5.8956	19.7374
6.1456	19.7374
6.1664	19.7374
6.2914	19.7374
6.3122	19.7374
6.3955	39.9799
6.7288	39.9799
6.7288	39.9799
6.7288	39.9799
6.7705	39.9799
6.7913	39.9799
7.0413	39.9799
7.0621	39.9799
7.1038	39.9799
7.4372	39.9799
7.4372	39.9799
7.6872	39.9799
7.7080	39.9799
7.7497	39.9799
8.0830	39.9799
8.4163	39.9799
8.4163	39.9799
8.4371	39.9799
8.6871	39.9799
8.7079	39.9799
8.7496	39.9799
9.0830	39.9799
9.0830	39.9799
9.3330	39.9799
9.3538	39.9799
9.3955	39.9799
9.7288	39.9799
10.0621	39.9799
10.0621	39.9799
10.0829	39.9799
10.3329	39.9799
10.3537	39.9799
10.4787	39.9799
10.4995	39.9799
10.5828	59.5889
10.9161	59.5889
10.9161	59.5889
